Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 6392000 slices:11976.095853
Time for 6393000 slices:11976.461732
Time for 6394000 slices:11976.829732
Time for 6395000 slices:11977.207429
Time for 6396000 slices:11977.636265
Time for 6397000 slices:11978.023310
Time for 6398000 slices:11978.412734
Time for 6399000 slices:11978.782015
Time for 6400000 slices:11979.180680
Time for 6401000 slices:11979.585530
Time for 6402000 slices:11980.002015
Time for 6403000 slices:11980.431049
Time for 6404000 slices:12004.643489
Time for 6405000 slices:12005.000428
Time for 6406000 slices:12005.341586
Time for 6407000 slices:12005.689340
Time for 6408000 slices:12006.043210
Time for 6409000 slices:12006.421422
Time for 6410000 slices:12006.791780
Time for 6411000 slices:12007.183533
Time for 6412000 slices:12007.563631
Time for 6413000 slices:12007.959411
Time for 6414000 slices:12008.367539
Time for 6415000 slices:12008.750575
Time for 6416000 slices:12009.145006
Time for 6417000 slices:12009.555043
Time for 6418000 slices:12009.966659
Time for 6419000 slices:12010.393411
Time for 6420000 slices:12010.820456
Time for 6421000 slices:12034.949002
Time for 6422000 slices:12035.315035
Time for 6423000 slices:12035.676761
Time for 6424000 slices:12036.018096
Time for 6425000 slices:12036.357834
Time for 6426000 slices:12036.716944
Time for 6427000 slices:12037.064216
Time for 6428000 slices:12037.421026
Time for 6429000 slices:12037.791922
Time for 6430000 slices:12038.140781
Time for 6431000 slices:12038.513901
Time for 6432000 slices:12038.909778
Time for 6433000 slices:12039.310769
Time for 6434000 slices:12039.702175
Time for 6435000 slices:12040.101171
Time for 6436000 slices:12040.512143
Time for 6437000 slices:12040.933047
Time for 6438000 slices:12041.354317
Time for 6439000 slices:12041.803008
Time for 6440000 slices:12065.947570
Time for 6441000 slices:12066.289286
Time for 6442000 slices:12066.625828
Time for 6443000 slices:12066.963473
Time for 6444000 slices:12067.318702
Time for 6445000 slices:12067.683887
Time for 6446000 slices:12068.043563
Time for 6447000 slices:12068.413731
Time for 6448000 slices:12068.765961
Time for 6449000 slices:12069.130174
Time for 6450000 slices:12069.504818
Time for 6451000 slices:12069.893425
Time for 6452000 slices:12070.302575
Time for 6453000 slices:12070.697644
Time for 6454000 slices:12071.100412
Time for 6455000 slices:12071.520367
Time for 6456000 slices:12071.954731
Time for 6457000 slices:12072.403317
Time for 6458000 slices:12072.842224
Time for 6459000 slices:12097.136830
Time for 6460000 slices:12097.517905
Time for 6461000 slices:12097.874241
Time for 6462000 slices:12098.234839
Time for 6463000 slices:12098.605497
Time for 6464000 slices:12098.941372
Time for 6465000 slices:12099.277336
Time for 6466000 slices:12099.640214
Time for 6467000 slices:12100.068062
Time for 6468000 slices:12100.472621
Time for 6469000 slices:12100.869083
Time for 6470000 slices:12101.258089
Time for 6471000 slices:12101.658136
Time for 6472000 slices:12102.061585
Time for 6473000 slices:12102.479425
Time for 6474000 slices:12102.909450
Time for 6475000 slices:12103.339372
Time for 6476000 slices:12103.765792
Time for 6477000 slices:12128.012820
Time for 6478000 slices:12128.372626
Time for 6479000 slices:12128.716437
Time for 6480000 slices:12129.072496
Time for 6481000 slices:12129.432188
Time for 6482000 slices:12129.798698
Time for 6483000 slices:12130.155572
Time for 6484000 slices:12130.535384
Time for 6485000 slices:12130.917375
Time for 6486000 slices:12131.330158
Time for 6487000 slices:12131.710919
Time for 6488000 slices:12132.102271
Time for 6489000 slices:12132.508064
Time for 6490000 slices:12132.929170
Time for 6491000 slices:12133.334347
Time for 6492000 slices:12133.766589
Time for 6493000 slices:12134.190698
Time for 6494000 slices:12158.425797
Time for 6495000 slices:12158.777518
Time for 6496000 slices:12159.145931
Time for 6497000 slices:12159.490953
Time for 6498000 slices:12159.844012
Time for 6499000 slices:12160.206820
Time for 6500000 slices:12160.575581
Time for 6501000 slices:12160.920321
Time for 6502000 slices:12161.261660
Time for 6503000 slices:12161.627725
Time for 6504000 slices:12162.004388
Time for 6505000 slices:12162.388896
Time for 6506000 slices:12162.784575
Time for 6507000 slices:12163.177523
Time for 6508000 slices:12163.576703
Time for 6509000 slices:12164.003586
Time for 6510000 slices:12164.397537
Time for 6511000 slices:12164.820073
Time for 6512000 slices:12189.051260
Time for 6513000 slices:12189.410509
Time for 6514000 slices:12189.763836
Time for 6515000 slices:12190.086282
Time for 6516000 slices:12190.409322
Time for 6517000 slices:12190.732830
Time for 6518000 slices:12191.067041
Time for 6519000 slices:12191.410895
Time for 6520000 slices:12191.770895
Time for 6521000 slices:12192.159316
Time for 6522000 slices:12192.528228
Time for 6523000 slices:12192.934701
Time for 6524000 slices:12193.341301
Time for 6525000 slices:12193.728305
Time for 6526000 slices:12194.122915
Time for 6527000 slices:12194.533895
Time for 6528000 slices:12194.940852
Time for 6529000 slices:12195.366325
Time for 6530000 slices:12195.799307
Time for 6531000 slices:12196.288251
Time for 6532000 slices:12196.764187
Time for 6533000 slices:12221.186850
Time for 6534000 slices:12221.508329
Time for 6535000 slices:12221.837297
Time for 6536000 slices:12222.155942
Time for 6537000 slices:12222.499079
Time for 6538000 slices:12222.908880
Time for 6539000 slices:12223.288905
Time for 6540000 slices:12223.657351
Time for 6541000 slices:12224.049750
Time for 6542000 slices:12224.433529
Time for 6543000 slices:12224.802250
Time for 6544000 slices:12225.168379
Time for 6545000 slices:12225.565206
Time for 6546000 slices:12225.965976
Time for 6547000 slices:12226.368285
Time for 6548000 slices:12226.800246
Time for 6549000 slices:12227.217303
Time for 6550000 slices:12227.653374
Time for 6551000 slices:12251.946001
Time for 6552000 slices:12252.294514
Time for 6553000 slices:12252.646183
Time for 6554000 slices:12253.011547
Time for 6555000 slices:12253.392117
Time for 6556000 slices:12253.740614
Time for 6557000 slices:12254.083551
Time for 6558000 slices:12254.441547
Time for 6559000 slices:12254.806151
Time for 6560000 slices:12255.186738
Time for 6561000 slices:12255.559839
Time for 6562000 slices:12255.962495
Time for 6563000 slices:12256.347987
Time for 6564000 slices:12256.725262
Time for 6565000 slices:12257.130216
Time for 6566000 slices:12257.528180
Time for 6567000 slices:12257.925617
Time for 6568000 slices:12258.328801
Time for 6569000 slices:12282.768217
Time for 6570000 slices:12283.107370
Time for 6571000 slices:12283.449629
Time for 6572000 slices:12283.806428
Time for 6573000 slices:12284.167114
Time for 6574000 slices:12284.546427
Time for 6575000 slices:12284.926189
Time for 6576000 slices:12285.318752
Time for 6577000 slices:12285.718925
Time for 6578000 slices:12286.110072
Time for 6579000 slices:12286.467360
Time for 6580000 slices:12286.832508
Time for 6581000 slices:12287.210376
Time for 6582000 slices:12287.611127
Time for 6583000 slices:12288.021955
Time for 6584000 slices:12288.428255
Time for 6585000 slices:12288.845863
Time for 6586000 slices:12289.268260
Time for 6587000 slices:12289.699590
Time for 6588000 slices:12314.045633
Time for 6589000 slices:12314.390968
Time for 6590000 slices:12314.731438
Time for 6591000 slices:12315.061262
Time for 6592000 slices:12315.411335
Time for 6593000 slices:12315.776465
Time for 6594000 slices:12316.157368
Time for 6595000 slices:12316.527572
Time for 6596000 slices:12316.909270
Time for 6597000 slices:12317.291242
Time for 6598000 slices:12317.687464
Time for 6599000 slices:12318.076937
Time for 6600000 slices:12318.488555
Time for 6601000 slices:12318.989678
Time for 6602000 slices:12319.386824
Time for 6603000 slices:12319.791790
Time for 6604000 slices:12320.235301
Time for 6605000 slices:12320.674905
Time for 6606000 slices:12345.121999
Time for 6607000 slices:12345.479269
Time for 6608000 slices:12345.822001
Time for 6609000 slices:12346.197401
Time for 6610000 slices:12346.551366
Time for 6611000 slices:12346.877962
Time for 6612000 slices:12347.209922
Time for 6613000 slices:12347.571414
Time for 6614000 slices:12347.942899
Time for 6615000 slices:12348.333766
Time for 6616000 slices:12348.745682
Time for 6617000 slices:12349.163786
Time for 6618000 slices:12349.593108
Time for 6619000 slices:12350.031449
Time for 6620000 slices:12350.446188
Time for 6621000 slices:12350.858958
Time for 6622000 slices:12351.305341
Time for 6623000 slices:12351.724054
Time for 6624000 slices:12375.745867
Time for 6625000 slices:12376.086487
Time for 6626000 slices:12376.417027
Time for 6627000 slices:12376.762537
Time for 6628000 slices:12377.133143
Time for 6629000 slices:12377.529123
Time for 6630000 slices:12377.920522
Time for 6631000 slices:12378.290780
Time for 6632000 slices:12378.676628
Time for 6633000 slices:12379.097501
Time for 6634000 slices:12379.518303
Time for 6635000 slices:12379.956072
Time for 6636000 slices:12380.403557
Time for 6637000 slices:12380.859228
Time for 6638000 slices:12381.323510
Time for 6639000 slices:12381.774144
Time for 6640000 slices:12382.243462
Time for 6641000 slices:12382.708570
Time for 6642000 slices:12406.879628
Time for 6643000 slices:12407.207793
Time for 6644000 slices:12407.546956
Time for 6645000 slices:12407.912403
Time for 6646000 slices:12408.297721
Time for 6647000 slices:12408.690194
Time for 6648000 slices:12409.093141
Time for 6649000 slices:12409.443419
Time for 6650000 slices:12409.830294
Time for 6651000 slices:12410.239880
Time for 6652000 slices:12410.617667
Time for 6653000 slices:12410.973170
Time for 6654000 slices:12411.347698
Time for 6655000 slices:12411.723509
Time for 6656000 slices:12412.117832
Time for 6657000 slices:12412.526130
Time for 6658000 slices:12412.931896
Time for 6659000 slices:12413.337483
Time for 6660000 slices:12413.755160
Time for 6661000 slices:12438.003732
Time for 6662000 slices:12438.352795
Time for 6663000 slices:12438.688706
Time for 6664000 slices:12439.027619
Time for 6665000 slices:12439.376326
Time for 6666000 slices:12439.750862
Time for 6667000 slices:12440.119674
Time for 6668000 slices:12440.482510
Time for 6669000 slices:12440.841909
Time for 6670000 slices:12441.207440
Time for 6671000 slices:12441.579445
Time for 6672000 slices:12442.003906
Time for 6673000 slices:12442.392882
Time for 6674000 slices:12442.801817
Time for 6675000 slices:12443.218320
Time for 6676000 slices:12443.644823
Time for 6677000 slices:12444.059236
Time for 6678000 slices:12444.515776
Time for 6679000 slices:12444.971620
Time for 6680000 slices:12445.462301
Time for 6681000 slices:12469.675949
Time for 6682000 slices:12470.031597
Time for 6683000 slices:12470.374014
Time for 6684000 slices:12470.722777
Time for 6685000 slices:12471.059634
Time for 6686000 slices:12471.387230
Time for 6687000 slices:12471.735745
Time for 6688000 slices:12472.084051
Time for 6689000 slices:12472.453105
Time for 6690000 slices:12472.839789
Time for 6691000 slices:12473.227140
Time for 6692000 slices:12473.618629
Time for 6693000 slices:12474.022093
Time for 6694000 slices:12474.443491
Time for 6695000 slices:12474.842133
Time for 6696000 slices:12475.245670
Time for 6697000 slices:12475.660229
Time for 6698000 slices:12500.128622
Time for 6699000 slices:12500.479070
Time for 6700000 slices:12500.836384
Time for 6701000 slices:12501.179679
Time for 6702000 slices:12501.527202
Time for 6703000 slices:12501.881307
Time for 6704000 slices:12502.235299
Time for 6705000 slices:12502.607584
Time for 6706000 slices:12502.994753
Time for 6707000 slices:12503.372281
Time for 6708000 slices:12503.776076
Time for 6709000 slices:12504.157369
Time for 6710000 slices:12504.541489
Time for 6711000 slices:12504.952249
Time for 6712000 slices:12505.369953
Time for 6713000 slices:12505.795953
Time for 6714000 slices:12506.223286
Time for 6715000 slices:12530.459631
Time for 6716000 slices:12530.790257
Time for 6717000 slices:12531.129898
Time for 6718000 slices:12531.486351
Time for 6719000 slices:12531.863564
Time for 6720000 slices:12532.235483
Time for 6721000 slices:12532.595814
Time for 6722000 slices:12532.950615
Time for 6723000 slices:12533.319502
Time for 6724000 slices:12533.719941
Time for 6725000 slices:12534.136338
Time for 6726000 slices:12534.526050
Time for 6727000 slices:12534.924433
Time for 6728000 slices:12535.344078
Time for 6729000 slices:12535.788976
Time for 6730000 slices:12536.223551
Time for 6731000 slices:12536.657033
Time for 6732000 slices:12537.083521
Time for 6733000 slices:12537.513857
Time for 6734000 slices:12561.705651
Time for 6735000 slices:12562.036505
Time for 6736000 slices:12562.366043
Time for 6737000 slices:12562.696149
Time for 6738000 slices:12563.057914
Time for 6739000 slices:12563.430436
Time for 6740000 slices:12563.829474
Time for 6741000 slices:12564.234905
Time for 6742000 slices:12564.674733
Time for 6743000 slices:12565.037892
Time for 6744000 slices:12565.410307
Time for 6745000 slices:12565.790267
Time for 6746000 slices:12566.164068
Time for 6747000 slices:12566.581285
Time for 6748000 slices:12567.004943
Time for 6749000 slices:12567.432232
Time for 6750000 slices:12567.887584
Time for 6751000 slices:12568.353309
Time for 6752000 slices:12568.838614
Time for 6753000 slices:12569.289586
Time for 6754000 slices:12593.691736
Time for 6755000 slices:12594.047359
Time for 6756000 slices:12594.384699
Time for 6757000 slices:12594.753439
Time for 6758000 slices:12595.133049
Time for 6759000 slices:12595.518658
Time for 6760000 slices:12595.905095
Time for 6761000 slices:12596.279682
Time for 6762000 slices:12596.656507
Time for 6763000 slices:12597.027934
Time for 6764000 slices:12597.400657
Time for 6765000 slices:12597.792004
Time for 6766000 slices:12598.220819
Time for 6767000 slices:12598.633930
Time for 6768000 slices:12599.054355
Time for 6769000 slices:12599.492572
Time for 6770000 slices:12599.931490
Time for 6771000 slices:12600.375598
Time for 6772000 slices:12624.529808
Time for 6773000 slices:12624.860834
Time for 6774000 slices:12625.210841
Time for 6775000 slices:12625.567813
Time for 6776000 slices:12625.940943
Time for 6777000 slices:12626.330560
Time for 6778000 slices:12626.710341
Time for 6779000 slices:12627.112370
Time for 6780000 slices:12627.505453
Time for 6781000 slices:12627.936733
Time for 6782000 slices:12628.365932
Time for 6783000 slices:12628.797255
Time for 6784000 slices:12629.228345
Time for 6785000 slices:12629.658905
Time for 6786000 slices:12630.092447
Time for 6787000 slices:12630.550471
Time for 6788000 slices:12630.995828
Time for 6789000 slices:12655.486453
Time for 6790000 slices:12655.827923
Time for 6791000 slices:12656.198428
Time for 6792000 slices:12656.566982
Time for 6793000 slices:12656.929863
Time for 6794000 slices:12657.284504
Time for 6795000 slices:12657.676067
Time for 6796000 slices:12658.052203
Time for 6797000 slices:12658.427642
